Player,Season,Nationality,Pos,Position,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def_Pen,Att_Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,MarketValueEuro,Current club
Adrián,2425,Spain,GK,Goalkeeper,37,19,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,474.0,619.0,76.6,12206.0,8309.0,74.0,76.0,97.4,265.0,268.0,98.9,134.0,269.0,49.8,0.0,0.0,0.0,4.0,0.0,0.0,453.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,3.0,658.0,568.0,0.0,0.0,,0.0,,390.0,0.0,1.0,0.0,299.0,500000.0,Real Betis
Aitor Ruibal,2223,Spain,"DF,FW",Right-Back,26,26,15,1454.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.8,0.8,2.1,3.0,39.0,62.0,70.0,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.18,0.05,0.18,15.0,6.0,40.0,0.93,0.37,0.0,0.0,19.8,0.0,0.06,-0.8,-0.8,647.0,841.0,76.9,10213.0,3689.0,356.0,394.0,90.4,212.0,281.0,75.4,51.0,100.0,51.0,1.1,-2.1,15.0,51.0,12.0,5.0,691.0,148.0,1.0,10.0,31.0,130.0,0.0,0.0,0.0,0.0,2.0,22.0,37.0,2.29,26.0,0.0,5.0,1.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,47.0,29.0,35.0,9.0,3.0,31.0,53.4,27.0,15.0,24.0,71.0,41.0,0.0,1061.0,44.0,24.0,35.0,52.2,31.0,46.3,559.0,8.0,24.0,13.0,597.0,5000000.0,Real Betis
Aitor Ruibal,2324,Spain,"DF,FW",Right-Back,27,18,11,1017.0,11.3,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.8,0.8,1.3,2.1,22.0,54.0,50.0,0.18,0.09,0.27,0.18,0.27,0.07,0.11,0.19,0.07,0.19,13.0,2.0,15.4,1.15,0.18,0.15,1.0,22.1,0.0,0.06,1.2,1.2,445.0,586.0,75.9,7163.0,2899.0,252.0,280.0,90.0,148.0,190.0,77.9,37.0,79.0,46.8,0.8,-0.3,11.0,37.0,14.0,3.0,490.0,95.0,0.0,4.0,28.0,84.0,0.0,0.0,0.0,0.0,1.0,27.0,33.0,2.92,27.0,1.0,2.0,1.0,1.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0,46.0,27.0,28.0,13.0,5.0,32.0,54.2,27.0,11.0,14.0,60.0,33.0,1.0,744.0,36.0,25.0,27.0,60.0,14.0,31.1,380.0,9.0,19.0,9.0,409.0,3500000.0,Real Betis
Aitor Ruibal,2425,Spain,"DF,FW",Right-Back,28,29,13,1313.0,14.6,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,2.4,3.3,21.0,50.0,64.0,0.07,0.21,0.27,0.07,0.27,0.06,0.17,0.23,0.06,0.23,16.0,4.0,25.0,1.1,0.27,0.06,0.25,19.0,0.0,0.06,0.1,0.1,495.0,612.0,80.9,7589.0,3113.0,259.0,277.0,93.5,183.0,221.0,82.8,34.0,72.0,47.2,1.9,0.6,20.0,36.0,12.0,6.0,516.0,91.0,1.0,1.0,32.0,81.0,2.0,1.0,1.0,0.0,5.0,14.0,36.0,2.46,31.0,2.0,1.0,1.0,0.0,4.0,0.27,4.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,22.0,4.0,6.0,25.0,53.2,22.0,15.0,14.0,46.0,40.0,1.0,790.0,45.0,33.0,14.0,51.9,13.0,48.1,398.0,7.0,27.0,16.0,459.0,3500000.0,Real Betis
Andrés Guardado,2223,Mexico,MF,Central Midfield,35,26,16,1373.0,15.3,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.3,0.3,1.1,1.4,14.0,72.0,13.0,0.07,0.07,0.13,0.07,0.13,0.02,0.07,0.09,0.02,0.09,8.0,3.0,37.5,0.52,0.2,0.13,0.33,23.2,1.0,0.04,0.7,0.7,739.0,870.0,84.9,13792.0,3995.0,341.0,363.0,93.9,292.0,333.0,87.7,95.0,137.0,69.3,1.0,-0.1,12.0,70.0,5.0,0.0,806.0,63.0,3.0,14.0,9.0,11.0,7.0,1.0,5.0,0.0,1.0,14.0,32.0,2.1,26.0,3.0,0.0,1.0,0.0,5.0,0.33,4.0,0.0,0.0,1.0,0.0,0.0,41.0,25.0,17.0,20.0,4.0,18.0,41.9,25.0,9.0,23.0,64.0,29.0,0.0,1022.0,34.0,6.0,5.0,50.0,4.0,40.0,590.0,0.0,18.0,6.0,659.0,1500000.0,Real Betis
Andrés Guardado,2324,Mexico,MF,Central Midfield,36,12,4,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,5.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,5.0,0.0,0.0,1.01,0.0,0.0,,24.4,0.0,0.03,-0.1,-0.1,253.0,298.0,84.9,4959.0,1540.0,101.0,108.0,93.5,102.0,115.0,88.7,42.0,58.0,72.4,0.3,-0.2,5.0,34.0,5.0,1.0,275.0,22.0,0.0,7.0,11.0,2.0,9.0,2.0,6.0,0.0,1.0,5.0,15.0,3.02,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,5.0,9.0,3.0,7.0,50.0,7.0,2.0,6.0,23.0,5.0,0.0,346.0,5.0,2.0,6.0,85.7,1.0,14.3,175.0,0.0,9.0,3.0,216.0,1000000.0,Real Betis
Assane Diao,2324,Senegal,FW,Right Winger,17,18,13,1048.0,11.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.5,2.5,0.7,3.2,33.0,20.0,101.0,0.17,0.0,0.17,0.17,0.17,0.21,0.06,0.28,0.21,0.28,21.0,3.0,14.3,1.8,0.26,0.1,0.67,13.7,0.0,0.12,-0.5,-0.5,200.0,264.0,75.8,2297.0,410.0,140.0,164.0,85.4,35.0,47.0,74.5,7.0,9.0,77.8,0.8,-0.7,10.0,4.0,6.0,1.0,261.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,23.0,1.98,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,5.0,9.0,6.0,6.0,35.3,11.0,18.0,7.0,27.0,7.0,0.0,478.0,10.0,49.0,18.0,32.7,28.0,50.9,309.0,14.0,60.0,35.0,344.0,12000000.0,Real Betis
Ayoze Pérez,2223,Spain,"FW,MF",Centre-Forward,29,19,17,1386.0,15.4,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,4.6,4.6,2.0,6.6,51.0,39.0,102.0,0.19,0.06,0.26,0.19,0.26,0.3,0.13,0.43,0.3,0.43,34.0,14.0,41.2,2.21,0.91,0.09,0.21,16.8,0.0,0.14,-1.6,-1.6,308.0,391.0,78.8,3512.0,1077.0,221.0,255.0,86.7,60.0,79.0,75.9,5.0,6.0,83.3,2.0,-1.0,13.0,19.0,14.0,0.0,372.0,14.0,2.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,5.0,15.0,49.0,3.18,33.0,0.0,9.0,3.0,1.0,4.0,0.26,1.0,0.0,1.0,0.0,2.0,0.0,31.0,15.0,9.0,16.0,6.0,10.0,25.0,30.0,22.0,13.0,44.0,5.0,0.0,613.0,7.0,75.0,42.0,54.5,30.0,39.0,390.0,19.0,39.0,26.0,431.0,6000000.0,Real Betis
Ayoze Pérez,2324,Spain,FW,Centre-Forward,30,31,29,2294.0,25.5,9.0,1.0,10.0,9.0,0.0,0.0,4.0,0.0,7.4,7.4,3.9,11.3,90.0,80.0,175.0,0.35,0.04,0.39,0.35,0.39,0.29,0.15,0.44,0.29,0.44,68.0,26.0,38.2,2.67,1.02,0.13,0.35,13.5,0.0,0.11,1.6,1.6,572.0,738.0,77.5,7137.0,1889.0,377.0,433.0,87.1,139.0,177.0,78.5,15.0,26.0,57.7,3.0,-2.9,29.0,46.0,22.0,0.0,721.0,13.0,5.0,4.0,19.0,5.0,0.0,0.0,0.0,0.0,4.0,44.0,90.0,3.53,55.0,0.0,12.0,6.0,5.0,5.0,0.2,2.0,0.0,1.0,0.0,1.0,1.0,59.0,32.0,16.0,33.0,10.0,21.0,42.9,28.0,38.0,22.0,81.0,18.0,0.0,1125.0,19.0,156.0,50.0,44.6,54.0,48.2,700.0,41.0,70.0,51.0,799.0,7000000.0,Real Betis
Borja Iglesias,2223,Spain,FW,Centre-Forward,29,35,29,2365.0,26.3,15.0,3.0,18.0,10.0,5.0,6.0,2.0,1.0,14.9,10.2,2.8,13.0,20.0,33.0,147.0,0.57,0.11,0.68,0.38,0.49,0.57,0.11,0.67,0.39,0.49,58.0,21.0,36.2,2.21,0.8,0.17,0.48,15.2,0.0,0.18,0.1,-0.2,397.0,522.0,76.1,4818.0,691.0,260.0,320.0,81.3,73.0,97.0,75.3,19.0,22.0,86.4,2.2,0.2,22.0,13.0,14.0,0.0,467.0,54.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,24.0,40.0,1.52,29.0,1.0,1.0,4.0,0.0,5.0,0.19,4.0,0.0,0.0,1.0,0.0,0.0,8.0,4.0,3.0,3.0,2.0,2.0,15.4,11.0,8.0,1.0,9.0,17.0,0.0,776.0,18.0,118.0,12.0,37.5,14.0,43.8,467.0,20.0,81.0,38.0,638.0,20000000.0,Real Betis
Borja Iglesias,2324,Spain,FW,Centre-Forward,30,11,4,408.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.9,1.5,5.0,12.0,32.0,0.0,0.22,0.22,0.0,0.22,0.13,0.21,0.34,0.13,0.34,10.0,0.0,0.0,2.21,0.0,0.0,,16.3,0.0,0.06,-0.6,-0.6,83.0,101.0,82.2,1129.0,179.0,57.0,66.0,86.4,20.0,23.0,87.0,4.0,6.0,66.7,0.7,0.1,11.0,2.0,6.0,0.0,91.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,4.42,17.0,0.0,0.0,0.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,141.0,2.0,22.0,1.0,50.0,1.0,50.0,77.0,2.0,15.0,4.0,113.0,5000000.0,Real Betis
Chadi Riad,2324,Morocco,DF,Centre-Back,20,26,24,2164.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.2,0.9,4.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,11.0,5.0,45.5,0.46,0.21,0.0,0.0,11.1,0.0,0.07,-0.7,-0.7,1074.0,1198.0,89.6,19044.0,5584.0,423.0,451.0,93.8,568.0,600.0,94.7,62.0,111.0,55.9,0.2,-0.2,2.0,20.0,0.0,0.0,1166.0,31.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,12.0,0.5,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,24.0,17.0,18.0,0.0,17.0,63.0,10.0,9.0,23.0,58.0,108.0,0.0,1426.0,194.0,15.0,0.0,,0.0,,831.0,0.0,9.0,2.0,937.0,15000000.0,Real Betis
Claudio Bravo,2223,Chile,GK,Goalkeeper,39,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,232.0,392.0,59.2,7419.0,5674.0,44.0,44.0,100.0,89.0,91.0,97.8,96.0,251.0,38.2,0.0,0.0,0.0,5.0,1.0,0.0,241.0,148.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.25,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,1.0,1.0,414.0,333.0,0.0,0.0,,0.0,,208.0,0.0,0.0,0.0,144.0,1000000.0,Real Betis
Claudio Bravo,2324,Chile,GK,Goalkeeper,40,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,186.0,230.0,80.9,4988.0,3322.0,42.0,42.0,100.0,86.0,86.0,100.0,56.0,99.0,56.6,0.1,0.0,1.0,3.0,2.0,0.0,153.0,76.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,241.0,194.0,0.0,0.0,,0.0,,132.0,0.0,0.0,0.0,100.0,800000.0,Real Betis
Cédric Bakambu,2324,DR Congo,FW,Centre-Forward,32,4,2,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,5.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.33,0.2,0.33,4.0,1.0,25.0,1.86,0.46,0.0,0.0,15.8,0.0,0.11,-0.4,-0.4,26.0,39.0,66.7,277.0,58.0,14.0,20.0,70.0,7.0,12.0,58.3,0.0,0.0,,0.4,-0.3,3.0,1.0,0.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.32,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,1.0,0.0,0.0,66.0,0.0,11.0,1.0,33.3,2.0,66.7,35.0,3.0,11.0,4.0,50.0,2500000.0,Real Betis
Cédric Bakambu,2425,DR Congo,FW,Centre-Forward,33,25,6,710.0,7.9,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,3.2,3.2,0.6,3.7,9.0,14.0,43.0,0.25,0.25,0.51,0.25,0.51,0.4,0.07,0.47,0.4,0.47,24.0,11.0,45.8,3.04,1.39,0.08,0.18,13.7,0.0,0.13,-1.2,-1.2,84.0,126.0,66.7,967.0,218.0,60.0,78.0,76.9,15.0,28.0,53.6,2.0,4.0,50.0,0.8,1.4,8.0,9.0,5.0,0.0,120.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,11.0,1.39,9.0,0.0,0.0,1.0,0.0,3.0,0.38,2.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,5.0,1.0,3.0,42.9,4.0,11.0,0.0,6.0,5.0,0.0,226.0,6.0,33.0,1.0,14.3,5.0,71.4,113.0,7.0,28.0,11.0,157.0,1500000.0,Real Betis
Daniel Martín,2223,Spain,GK,Goalkeeper,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,Real Betis
Diego Llorente,2425,Spain,DF,Centre-Back,30,30,29,2519.0,28.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.5,1.5,0.3,1.8,7.0,81.0,3.0,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,11.0,4.0,36.4,0.39,0.14,0.18,0.5,11.3,0.0,0.14,0.5,0.5,1383.0,1595.0,86.7,27425.0,8921.0,407.0,446.0,91.3,819.0,872.0,93.9,147.0,249.0,59.0,0.4,-0.3,6.0,68.0,3.0,0.0,1533.0,59.0,0.0,11.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,9.0,15.0,0.54,12.0,0.0,0.0,1.0,1.0,2.0,0.07,1.0,0.0,0.0,0.0,0.0,1.0,36.0,20.0,23.0,12.0,1.0,25.0,65.8,13.0,9.0,43.0,79.0,154.0,1.0,1915.0,235.0,22.0,6.0,66.7,2.0,22.2,1127.0,1.0,11.0,4.0,1243.0,6000000.0,Real Betis
Felix Garreta,2223,Spain,DF,Centre-Back,18,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,34.0,40.0,85.0,709.0,206.0,11.0,13.0,84.6,16.0,18.0,88.9,7.0,8.0,87.5,0.0,0.0,0.0,2.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,4.0,0.0,47.0,7.0,0.0,0.0,,0.0,,30.0,0.0,0.0,0.0,30.0,200000.0,Real Betis
Fran Delgado,2223,Spain,DF,Right-Back,21,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,7.0,8.0,87.5,110.0,13.0,4.0,4.0,100.0,3.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,,0.0,,3.0,0.0,0.0,0.0,7.0,350000.0,Real Betis
Fran Vieites,2223,Spain,GK,Goalkeeper,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,Real Betis
Fran Vieites,2324,Spain,GK,Goalkeeper,24,4,3,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,76.0,119.0,63.9,2172.0,1363.0,9.0,9.0,100.0,39.0,42.0,92.9,27.0,65.0,41.5,0.0,0.0,0.0,1.0,0.0,0.0,68.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,1.0,130.0,118.0,0.0,0.0,,0.0,,60.0,0.0,0.0,0.0,41.0,500000.0,Real Betis
Fran Vieites,2425,Spain,GK,Goalkeeper,25,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1.0,1.0,100.0,0.25,0.25,0.0,0.0,13.0,0.0,0.03,0.0,0.0,76.0,119.0,63.9,2047.0,1345.0,15.0,15.0,100.0,37.0,37.0,100.0,24.0,67.0,35.8,0.0,0.0,0.0,2.0,0.0,0.0,71.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,126.0,97.0,1.0,0.0,,0.0,,59.0,0.0,0.0,0.0,48.0,2000000.0,Real Betis
Germán Pezzella,2223,Argentina,DF,Centre-Back,31,31,29,2511.0,27.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.9,0.9,0.2,1.1,8.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,10.0,0.0,0.0,0.36,0.0,0.0,,11.2,0.0,0.09,-0.9,-0.9,1129.0,1312.0,86.1,21195.0,8087.0,408.0,432.0,94.4,608.0,657.0,92.5,101.0,192.0,52.6,0.4,-0.2,4.0,45.0,3.0,0.0,1253.0,55.0,1.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,7.0,15.0,0.54,13.0,0.0,1.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,41.0,28.0,32.0,9.0,0.0,26.0,68.4,12.0,17.0,50.0,91.0,129.0,1.0,1606.0,186.0,19.0,4.0,57.1,2.0,28.6,874.0,1.0,12.0,1.0,1012.0,5000000.0,Real Betis
Germán Pezzella,2324,Argentina,DF,Centre-Back,32,32,32,2767.0,30.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,2.0,0.3,2.3,5.0,64.0,1.0,0.03,0.0,0.03,0.03,0.03,0.07,0.01,0.08,0.07,0.08,23.0,5.0,21.7,0.75,0.16,0.04,0.2,11.2,0.0,0.09,-1.0,-1.0,1277.0,1485.0,86.0,23691.0,8483.0,443.0,475.0,93.3,724.0,811.0,89.3,94.0,168.0,56.0,0.3,-0.3,4.0,49.0,4.0,1.0,1413.0,72.0,1.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.49,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,24.0,10.0,0.0,23.0,60.5,15.0,13.0,31.0,65.0,150.0,0.0,1779.0,240.0,35.0,3.0,50.0,3.0,50.0,974.0,0.0,19.0,4.0,1105.0,3000000.0,Real Betis
Giovani Lo Celso,2425,Argentina,"MF,FW",Attacking Midfield,28,25,15,1457.0,16.2,8.0,3.0,11.0,6.0,2.0,3.0,4.0,0.0,4.8,2.4,4.9,7.3,26.0,132.0,66.0,0.49,0.19,0.68,0.37,0.56,0.29,0.3,0.59,0.15,0.45,31.0,16.0,51.6,1.91,0.99,0.19,0.38,22.0,4.0,0.08,3.2,3.6,766.0,970.0,79.0,12440.0,4308.0,383.0,434.0,88.2,265.0,325.0,81.5,74.0,135.0,54.8,5.2,-1.9,43.0,89.0,41.0,1.0,812.0,157.0,15.0,8.0,95.0,11.0,67.0,36.0,22.0,0.0,1.0,21.0,93.0,5.74,67.0,19.0,3.0,4.0,0.0,9.0,0.56,6.0,1.0,2.0,0.0,0.0,0.0,34.0,22.0,8.0,17.0,9.0,17.0,68.0,8.0,12.0,5.0,39.0,3.0,1.0,1167.0,7.0,53.0,21.0,38.2,27.0,49.1,702.0,9.0,38.0,31.0,832.0,15000000.0,Real Betis
Guido Rodríguez,2223,Argentina,MF,Defensive Midfield,28,34,33,2872.0,31.9,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.2,1.2,0.3,1.6,11.0,123.0,18.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,22.0,6.0,27.3,0.69,0.19,0.05,0.17,24.0,0.0,0.06,-0.2,-0.2,1464.0,1688.0,86.7,23761.0,7863.0,729.0,796.0,91.6,541.0,604.0,89.6,129.0,189.0,68.3,0.8,-0.3,11.0,133.0,9.0,1.0,1596.0,86.0,3.0,20.0,9.0,2.0,0.0,0.0,0.0,0.0,6.0,14.0,37.0,1.16,32.0,1.0,0.0,2.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,115.0,75.0,59.0,50.0,6.0,54.0,53.5,47.0,44.0,42.0,157.0,76.0,1.0,2064.0,118.0,18.0,22.0,62.9,8.0,22.9,1033.0,3.0,17.0,21.0,1301.0,28000000.0,Real Betis
Guido Rodríguez,2324,Argentina,MF,Defensive Midfield,29,24,22,1846.0,20.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.7,0.7,0.8,1.4,8.0,65.0,18.0,0.1,0.0,0.1,0.1,0.1,0.03,0.04,0.07,0.03,0.07,18.0,7.0,38.9,0.88,0.34,0.11,0.29,20.5,0.0,0.04,1.3,1.3,888.0,1042.0,85.2,15168.0,4610.0,428.0,466.0,91.8,333.0,375.0,88.8,88.0,131.0,67.2,0.8,-0.8,4.0,73.0,1.0,0.0,998.0,41.0,1.0,21.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,19.0,24.0,1.17,18.0,1.0,0.0,0.0,1.0,6.0,0.29,4.0,0.0,0.0,2.0,0.0,0.0,53.0,30.0,21.0,24.0,8.0,34.0,61.8,21.0,21.0,29.0,82.0,44.0,0.0,1259.0,70.0,19.0,10.0,71.4,3.0,21.4,672.0,1.0,20.0,17.0,779.0,20000000.0,Real Betis
Guilherme Fernandes,2324,Portugal,GK,Goalkeeper,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000.0,Real Betis
